SOURCE,TARGET
525170,60422
525170,423887
525170,53667
525170,17089
526278,133720
527206,86106
527206,266527
527776,157498
527776,51103
527776,183956
531640,93488
533416,640024
533416,189123
533416,383630
533416,855980
535820,328724
536168,107158
536298,1
536298,24967
536298,69284
536298,1386596
536298,406552
536298,748566
536298,493050
536298,388787
536298,1666662
536298,2332704
536298,2351002
536298,1811532
536298,65776
536298,1078742
536298,3006119
536298,3200081
536990,2104556
536990,1078742
539474,682736
539474,262198
539502,1337
543486,486726
547088,106885
547088,12564
547088,511760
547092,986538
547138,123987
547544,3555
547544,19836
549850,335044
549944,16327
549944,371412
549944,54136
550640,35821
550640,16496
550640,65088
551936,86970
551936,153206
551936,595658
552052,1167326
552052,80733
553954,547088
556088,234004
556088,536144
556088,329125
556088,3555
556088,93488
556088,157725
557472,100291
557472,1463982
557472,47098
557472,118908
562168,64620
562168,89208
562544,9777
563782,81067
563782,26398
563782,32095
563782,25701
563782,201798
563782,67660
563782,105524
563798,820356
563798,382067
567438,1074930
568110,220177
568228,58834
568228,130486
568228,54136
568798,36762
569688,336254
570956,1116218
570956,118908
571032,58600
571892,17111
572530,24967
572530,1531
572530,1773
572530,61137
572530,11015
572530,3589
572828,258568
573464,8852
574066,99777
574124,118908
574124,257311
574124,116002
574650,258568
574814,258568
574814,1167326
576560,139189
577844,59351
577844,157725
577844,321496
578944,99872
578944,1167326
578944,1463982
578944,333731
578944,128191
578944,327076
578944,428706
581242,1078742
581242,780508
581242,62965
584072,137882
584072,26979
584974,86683
589074,165811
589074,511760
589074,567694
589074,412650
592104,1826778
592104,168440
592268,99644
592574,59710
592574,118258
592948,1156086
592948,302791
592948,991204
593242,315225
595374,820356
595476,239562
595476,1463982
597730,241634
597730,24967
597730,112500
597730,9446
597730,65676
597816,120058
598310,147331
598310,24967
599438,774070
599438,262198
599438,690914
599438,205582
599438,228295
599438,1289762
599438,48424
599438,16747
599846,29699
600374,56282
601548,98079
601548,336254
602798,1150660
602798,241634
602798,168251
602798,724750
604700,1078742
608670,16496
608670,65088
609056,65776
610838,255263
610838,622308
610838,329006
610838,384714
610838,166383
610838,16734
610838,1184088
610838,226441
610838,253444
610838,133572
613622,18042
613760,359879
613760,23728
613760,9446
613760,16678
613760,255704
613760,5449
616908,66273
616996,27930
616996,32095
616996,65676
616996,107403
618924,678770
619702,124707
619702,959536
619702,4166
619702,254778
619710,125473
622526,321496
622826,79230
622826,72810
622826,65088
622826,122101
622826,1433006
622826,706560
622826,188
623820,615672
623820,732996
624216,77785
624318,1837932
624318,390898
625440,19501
625440,282629
627430,1
627430,52142
627430,23
627430,78040
627616,220177
627616,589074
628622,321496
628622,780508
631020,324696
631020,981944
632928,301087
633216,26746
633216,1295980
633216,285141
634642,8566
634642,1037580
635308,107403
635308,322618
635308,361625
636202,55005
636202,267481
636202,4166
636202,428960
639254,464624
639254,249517
639254,17089
639254,882424
639254,253444
643820,4166
643820,24967
643820,258568
643820,376463
643820,214652
643820,157725
643820,99340
643820,16747
643820,183211
643820,107158
643820,65776
644012,218937
651230,643820
651230,65776
651832,464624
651832,143172
652554,80469
652554,1852732
652554,32095
653778,717290
657078,70474
657078,244460
657782,103796
657782,693738
660472,30906
660472,65776
660472,241634
660472,24967
660472,329570
660472,16496
660472,79230
661820,381388
663278,258568
663972,567986
665074,155601
665074,678770
665074,99280
665074,104378
665074,430909
666176,999848
667986,571032
668676,369262
670160,400971
671396,438598
672052,49137
672052,349968
672052,33528
672908,112208
672996,47098
672996,1290250
672996,173521
672996,1184594
672996,342613
675568,28366
680072,36762
680072,139334
680072,1012428
680072,49344
680072,24967
680072,27802
681326,428960
681326,1217894
681326,72031
682736,398572
682736,356249
682736,1274
682736,23
682736,438598
682736,49817
682736,99340
682736,262198
682736,31022
687670,9446
687670,1037976
687670,99340
687670,395439
687670,1167326
687670,65776
687670,234000
687670,258568
687670,972
688610,890274
688610,248932
688610,278343
689684,77785
689684,226013
689684,85586
689720,389011
690418,324393
690418,850856
691282,62496
691282,96647
691282,600756
692278,3555
692278,89118
692278,58331
699286,65776
699674,294937
699770,139334
700416,378397
702354,1108
702354,157725
702354,16327
702354,81488
702354,321496
702354,66273
702354,549944
702354,368076
703680,17089
704910,30906
704910,49344
707120,928636
709702,245635
709702,331389
710368,382126
710368,613760
710368,729614
710680,5449
710680,26979
710680,65676
712186,36762
712186,208732
712186,109890
712454,297068
712454,195064
717290,653778
717290,2853823
717290,8389
717290,376463
717290,4649
717290,176391
718388,24967
718388,279352
718388,8859
719888,762570
720546,1579186
720546,2421180
720558,294937
720558,125473
720712,129088
721056,780508
721548,9446
721548,1837556
723426,358753
723426,2339074
724666,358721
724666,100291
724750,112500
724750,168251
724750,390447
724750,241634
726432,346106
726432,71291
726432,31022
726432,262198
727842,615306
729614,83385
729614,9446
729614,22211
729614,54136
730718,47098
730718,672996
731000,400971
731000,670160
731188,16734
731188,195325
732996,615672
732996,88338
733370,51132
733370,104378
735352,550110
735352,293298
735352,122101
735996,61873
735996,51132
738462,255704
738462,398315
738650,239562
738650,258568
739994,142419
739994,36762
739994,24967
739994,42579
740628,87203
740628,66894
740628,157725
740628,1283668
740628,348120
740628,122101
741478,636494
741478,894934
744628,30906
744628,48877
744628,9446
744628,77320
744628,61873
744628,148756
745076,314031
745218,598310
745218,9446
745218,87969
745218,24967
746326,361698
747308,160918
747308,237482
747308,338433
748566,88931
748566,24967
748566,78040
748566,598310
748692,1359374
749470,16327
749470,549944
749470,354424
749470,1208238
749470,321496
750068,49344
750068,30906
750068,755184
751266,99012
751266,146755
751908,65776
751908,241634
751908,157725
751908,26398
751908,78040
751960,58331
751960,282666
751960,33827
751964,32095
751964,87969
751964,24967
751964,598310
751964,61393
752140,15171
752140,214723
752364,49282
752364,65776
752364,258568
752364,42579
752364,191261
752364,751908
752364,79230
752364,65793
752364,84263
752364,226976
755184,30906
755184,49344
755184,750068
755464,1078742
757938,274084
758014,334568
758014,844718
758986,1167326
759774,1159692
760600,116893
760600,36762
760600,1167326
760600,258568
760600,47405
761810,404350
761810,116053
761810,310419
761810,225592
761810,158583
761810,746636
762570,32494
762570,258568
763420,1850070
765144,125473
765144,258568
765144,65776
765174,557472
765584,516442
765584,47566
765584,88338
765584,615672
768548,35488
768548,76919
768548,68905
768780,125473
768780,192617
774052,361698
774582,704910
774886,1198144
779298,1791830
779298,35936
780004,166383
780004,211722
780508,748566
780508,32095
780508,258568
780508,751964
780508,1167326
780508,160302
780508,65676
782670,172312
782670,153998
786724,113372
786724,37075
789384,266527
789986,786032
789986,404732
789986,241634
794144,4481
794144,13085
796148,12856
796148,30906
796148,155304
796148,262198
796160,80260
796160,12363
796160,597820
796160,13896
796160,195493
796160,246154
796160,61512
796160,163285
796872,820356
797980,448086
797980,59702
801220,1159450
801982,258568
804134,114207
804280,678770
804280,618924
804280,669820
804280,485280
805540,2375
805540,20694
807452,248999
807452,787856
807452,2317482
808668,49344
808668,86106
808668,2416470
810676,118908
810676,302791
810676,305669
351327,238033
351327,282446
351327,139855
351327,313537
363120,191974
406275,146055
406275,83
406275,501638
406275,146719
485650,5427
486726,36036
486726,155601
639098,314031
707958,820356
789384,1746814
813560,302791
813560,810676
813890,30906
813890,108450
813890,72815
813890,26979
813890,118908
813890,20975
813890,42579
813890,261788
813890,35821
813890,49344
813890,68459
813890,108010
813890,79230
813890,9446
814076,780508
814290,999848
816112,44261
816112,1973030
818836,62965
819564,1945102
819564,26914
819564,25349
819564,472348
819564,495702
819564,5277
820200,262198
820200,1358080
820332,146719
820332,244460
820356,99340
820356,107158
820356,155601
820752,65776
820752,1167326
820752,258568
820752,35733
820752,411684
820752,109870
820752,753372
820752,226976
820752,38580
820752,47512
823694,84263
823694,298263
824390,382067
824780,1167326
826222,199303
826568,772738
829152,99340
829152,65776
829152,214652
829152,258568
829152,157725
829186,246154
829198,105002
832170,85730
834002,9446
834002,1852732
834002,80469
834154,258568
834154,1852732
839766,967058
839766,522252
840252,273423
840252,358721
840252,414154
840252,188174
841054,157725
841382,584858
843624,258568
844484,801596
844484,1190096
844484,943656
845142,241634
845142,65776
845142,155601
845380,1850070
845380,125814
846056,487058
848238,258568
848238,680072
850520,262198
850520,1358080
850520,769014
850608,138388
850856,324393
850856,125473
850856,122862
856112,26979
856454,134410
856454,551936
856454,139189
856454,395439
856454,31698
856734,118908
858502,370574
858502,32095
858502,65776
858604,309607
858604,48643
858604,59710
864138,154546
864752,358753
866306,19668
866306,138230
868342,42579
869224,16496
869224,9446
869224,220947
869224,262198
869224,57511
869224,1358080
869224,1511704
869224,30906
870640,44261
871988,153963
872688,215342
873104,21629
873104,1159696
873816,1167326
873816,738526
873816,241634
874262,267481
874262,55005
874556,266779
874556,32095
874556,35821
874556,2840
878438,1050564
880306,99872
880306,578944
880306,333731
880306,327076
881620,157725
881620,274980
881620,120013
885728,369262
888364,696648
888364,27930
888364,536298
890274,1879760
896508,246492
897726,24967
897726,35821
897726,1
897726,181428
897726,17190
897726,16496
897726,166383
897726,79230
897726,59025
897726,1531
898386,23887
900582,920070
901100,843624
903844,118908
903844,116002
903844,279264
903844,16747
905998,4420
909522,359937
913078,262198
913078,748566
913078,1463982
913084,14767
913084,687670
913084,1134002
913844,197160
913844,282415
913844,258568
918342,57294
918342,178983
918342,1274
918342,368613
918830,49344
918830,271491
920070,93488
920070,1167326
922908,959536
922908,1483672
923506,239562
924250,17849
927032,313382
927110,27805
927110,277221
928682,267481
928682,2784555
928682,636202
928864,51357
928864,1324348
928864,162123
928864,334263
931394,258568
931394,99340
931394,9446
931394,172312
931394,182721
931394,309607
935934,9446
935934,65776
935934,157725
935934,24967
935934,160302
935934,99777
940324,72810
940324,1579186
940324,566584
940324,708168
941916,26979
942200,1195752
945606,9446
945606,262198
945606,198838
950510,24967
950510,35821
951734,589074
951734,165811
953000,39694
953000,18981
953204,222673
956506,782568
956506,389053
957586,30161
959536,4166
959536,73854
959536,105002
959536,125814
959536,61114
959536,9446
959536,122101
959536,24967
959536,258568
959536,254778
959536,65776
959536,99340
959536,49817
959536,395439
959536,1852732
959536,183211
959536,107158
960720,107229
960720,17943
965290,850520
965660,116305
967058,514046
971338,1773
971338,258568
972238,981944
980844,349968
980844,79230
981944,1116218
992732,2542304
992990,160302
993436,195684
993436,41519
994278,1344166
995074,1463982
995074,1850070
995722,49851
996516,3589
996516,406552
996516,11015
996516,536298
997008,85730
997128,369262
998946,449382
998946,467284
999848,24967
999848,36762
999848,3064
1001014,30906
1001014,155601
1004418,241634
1004418,1835386
1004418,262198
1004418,325244
1004738,9446
1006244,37286
1009348,257505
1009760,382067
1010092,2104556
1010092,751964
1012210,761344
1012210,72810
1012210,109890
1012424,235345
1014606,69959
1015140,1159696
1015742,794756
1015742,36598
1018148,112345
1018148,218525
1018262,73239
1018262,547530
1018396,161058
1019536,383424
1021394,325832
1024156,118908
1025236,5449
1025236,22211
1025236,86106
1025508,1072104
1029484,77805
1029484,55607
1030184,24967
1030184,17190
1030184,30906
1030184,125473
1030184,79230
1030276,49851
1030276,65776
1031308,1045484
1034826,258568
1037976,26979
1037976,9446
1037976,99340
1037976,54136
1037976,35733
1037976,157725
1039472,262198
1040142,85586
1040142,18893
1040142,58600
1040142,835788
1040142,1173524
1041564,1167326
1045032,637420
1045032,566194
1045032,129588
1045032,111381
1045032,35739
1045484,395439
1045484,370574
1045484,134410
1045484,1412036
1045484,595658
1047508,240860
1047508,118428
1050514,649432
1050514,30772
1050564,878438
1059398,511834
1068918,218525
1068918,112345
1069334,448764
1069334,399718
1072104,243418
1072104,116002
1072104,118908
1072104,645760
1072744,348228
1072744,123766
1072744,100267
1073608,395439
1073608,49989
1078742,1114264
1078742,780508
1078742,382067
1078742,274559
1078742,160302
1078742,1167326
1078742,99340
1081320,21629
1082714,608670
1082714,63409
1082714,240748
1083990,1167326
1093166,26398
1093166,65776
1097688,1167326
1097688,657782
1097688,157725
1097688,118908
1097688,881620
1097732,373603
1099612,1248398
1099612,551886
1102202,2229734
1102202,51132
1102202,2229322
1105258,24967
1105258,258568
1105258,75252
1105258,184527
1105258,13896
1105258,273404
1105258,33528
1111326,708140
1111326,586244
1115416,26398
1117498,1493910
1122042,208568
1126486,488704
1128182,274559
1128182,1850070
1128182,49851
1133888,16747
1133888,71764
1133888,761344
1134002,972
1134002,14767
1134002,54020
1134002,624754
1136344,222746
1136344,611528
1136344,157079
1136928,240860
1144774,1133464
1144866,487058
1145950,157079
1153644,214652
1159692,56441
1160760,615968
1160760,759956
1161294,137882
1167326,65776
1167326,241634
1167326,226976
1167326,693738
1167326,42327
1167326,155601
1167326,160302
1167326,157725
1169056,39078
1169056,122101
1169056,49817
1169056,550110
1171752,105174
1171752,219000
1175178,19668
1175178,866306
1177822,389053
1177822,99340
1177822,499722
1179164,514222
1180588,167047
1181510,14474
1183748,881620
1183748,274980
1183748,642098
1183748,317097
1183748,93488
1183748,201043
1183748,172759
1183748,55284
1183748,145609
1183748,418511
1183748,1062374
1184486,999848
1184486,222746
1184486,3064
1184486,18703
1184486,58897
1186250,336254
1186250,42579
1186250,1773
1188874,615672
1190096,943656
1195752,36762
1195752,118908
1195752,1399638
1195752,270024
1196658,42040
1196658,2353864
1198144,9446
1198144,35821
1198144,4166
1198144,24967
1198144,54136
1198144,107403
1198144,751222
1198144,65776
1198144,99340
1198144,241634
1198144,395439
1198144,134410
1198144,370574
1198144,83205
1198144,31698
1198144,1412036
1198144,1431110
1198144,218525
1198144,32095
1198144,39567
1198144,153998
1198144,380865
1198144,258568
1198144,112345
1198144,157725
1198144,1467782
1198144,26398
1198144,1037976
1198144,93488
1198144,774886
1198492,160479
1198536,47405
1198536,591926
1203298,4649
1203298,211376
1203298,65776
1205344,382101
1205344,553532
1205344,201482
1205344,172527
1206650,293298
1206650,122101
1206650,735352
